gene_id	control_1	control_2	treatment_1	treatment_2
Glyma.01G047300.Wm82.a4.v1	19	29	5	11
Glyma.01G047400.Wm82.a4.v1	147	191	83	142
Glyma.01G047600.Wm82.a4.v1	30	13	3	62
Glyma.01G047700.Wm82.a4.v1	488	633	536	852
Glyma.01G047800.Wm82.a4.v1	13	35	2	8
Glyma.01G047900.Wm82.a4.v1	28	33	20	54
Glyma.01G048000.Wm82.a4.v1	44	73	24	101
Glyma.01G048100.Wm82.a4.v1	22	2	23	11
Glyma.01G048200.Wm82.a4.v1	0	0	0	0
Glyma.01G048300.Wm82.a4.v1	0	0	0	0
Glyma.01G048400.Wm82.a4.v1	18	34	36	39
Glyma.01G048500.Wm82.a4.v1	330	394	424	556
Glyma.01G048600.Wm82.a4.v1	9	6	0	10
Glyma.01G048700.Wm82.a4.v1	181	95	35	85
Glyma.01G048800.Wm82.a4.v1	287	371	44	115
Glyma.01G049100.Wm82.a4.v1	198	277	60	84
Glyma.01G049300.Wm82.a4.v1	0	0	0	0
Glyma.01G049400.Wm82.a4.v1	7	18	7	2
Glyma.01G049500.Wm82.a4.v1	0	0	0	0
Glyma.01G049600.Wm82.a4.v1	0	0	0	0
Glyma.01G049700.Wm82.a4.v1	9	0	0	0
Glyma.01G049800.Wm82.a4.v1	0	0	0	0
Glyma.01G049900.Wm82.a4.v1	38	21	24	39
Glyma.01G050100.Wm82.a4.v1	728	848	54	329
Glyma.01G050350.Wm82.a4.v1	0	0	0	0
Glyma.01G050400.Wm82.a4.v1	159	257	94	196
Glyma.01G050500.Wm82.a4.v1	455	381	174	423
Glyma.01G050700.Wm82.a4.v1	0	0	0	0
Glyma.01G050900.Wm82.a4.v1	244	222	28	109
Glyma.01G051001.Wm82.a4.v1	0	0	0	0
Glyma.01G051300.Wm82.a4.v1	55	94	14	160
Glyma.01G051400.Wm82.a4.v1	936	1284	528	873
Glyma.01G051700.Wm82.a4.v1	0	0	0	0
Glyma.01G051800.Wm82.a4.v1	0	0	3	0
Glyma.01G052000.Wm82.a4.v1	0	0	0	0
Glyma.01G052200.Wm82.a4.v1	336	309	118	224
Glyma.01G052300.Wm82.a4.v1	22	63	15	44
Glyma.01G052400.Wm82.a4.v1	187	269	143	259
Glyma.01G052500.Wm82.a4.v1	82	108	48	86
Glyma.01G052600.Wm82.a4.v1	191	115	92	191
Glyma.01G052700.Wm82.a4.v1	16	11	14	34
Glyma.01G052800.Wm82.a4.v1	348	159	95	214
Glyma.01G052900.Wm82.a4.v1	0	0	0	0
Glyma.01G053000.Wm82.a4.v1	0	0	0	0
Glyma.01G053100.Wm82.a4.v1	34	103	20	57
Glyma.01G053200.Wm82.a4.v1	133	200	75	127
Glyma.01G053300.Wm82.a4.v1	352	408	164	345
Glyma.01G053400.Wm82.a4.v1	16	15	12	8
Glyma.01G053600.Wm82.a4.v1	23	17	25	17
Glyma.01G053700.Wm82.a4.v1	84	91	26	47
Glyma.01G053800.Wm82.a4.v1	108	97	100	252
Glyma.01G053900.Wm82.a4.v1	0	0	0	0
Glyma.01G054000.Wm82.a4.v1	183	221	72	117
Glyma.01G054100.Wm82.a4.v1	12	41	16	27
Glyma.01G054200.Wm82.a4.v1	124	104	42	92
Glyma.01G054300.Wm82.a4.v1	166	189	62	166
Glyma.01G054400.Wm82.a4.v1	831	616	170	569
Glyma.01G054500.Wm82.a4.v1	121	161	75	116
Glyma.01G054601.Wm82.a4.v1	0	3	0	0
Glyma.01G054700.Wm82.a4.v1	0	0	0	0
Glyma.01G054800.Wm82.a4.v1	205	179	63	153
Glyma.01G054900.Wm82.a4.v1	22	8	13	2
Glyma.01G054950.Wm82.a4.v1	53	13	13	20
Glyma.01G055000.Wm82.a4.v1	2	9	0	2
Glyma.01G055200.Wm82.a4.v1	13	0	0	0
Glyma.01G055300.Wm82.a4.v1	102	152	69	171
Glyma.01G055400.Wm82.a4.v1	330	292	49	216
Glyma.01G055500.Wm82.a4.v1	249	237	126	223
Glyma.01G055700.Wm82.a4.v1	0	0	0	0
Glyma.01G055800.Wm82.a4.v1	19	17	0	6
Glyma.01G055900.Wm82.a4.v1	126	152	52	147
Glyma.01G056000.Wm82.a4.v1	73	147	117	126
Glyma.01G056100.Wm82.a4.v1	90	30	242	325
Glyma.01G056202.Wm82.a4.v1	0	0	0	1
Glyma.01G056300.Wm82.a4.v1	416	380	190	430
Glyma.01G056400.Wm82.a4.v1	0	0	0	0
Glyma.01G056500.Wm82.a4.v1	0	0	0	0
Glyma.01G056800.Wm82.a4.v1	164	119	41	204
Glyma.01G056900.Wm82.a4.v1	0	27	3	31
Glyma.01G057100.Wm82.a4.v1	2912	2282	800	2224
Glyma.01G057200.Wm82.a4.v1	0	0	0	0
Glyma.01G057400.Wm82.a4.v1	229	179	129	317
Glyma.01G057500.Wm82.a4.v1	339	424	83	244
Glyma.01G057600.Wm82.a4.v1	19	0	10	18
Glyma.01G057700.Wm82.a4.v1	44	17	17	53
Glyma.01G057801.Wm82.a4.v1	0	0	0	0
Glyma.01G057900.Wm82.a4.v1	0	0	0	0
Glyma.01G058000.Wm82.a4.v1	1480	1018	465	809
Glyma.01G058100.Wm82.a4.v1	3	0	0	1
Glyma.01G058200.Wm82.a4.v1	262	201	107	251
Glyma.01G058300.Wm82.a4.v1	739	1009	277	532
Glyma.01G058400.Wm82.a4.v1	51	64	2	26
Glyma.01G058500.Wm82.a4.v1	1623	1456	423	1087
Glyma.01G058600.Wm82.a4.v1	31	47	0	1
Glyma.01G058700.Wm82.a4.v1	30	31	13	29
Glyma.01G058800.Wm82.a4.v1	0	0	0	0
Glyma.01G058900.Wm82.a4.v1	0	0	0	0
Glyma.01G059000.Wm82.a4.v1	30	2	6	12
Glyma.01G059100.Wm82.a4.v1	50	33	9	32
Glyma.01G059200.Wm82.a4.v1	139	264	99	178
Glyma.01G059400.Wm82.a4.v1	10	7	6	4
Glyma.01G059450.Wm82.a4.v1	12	0	0	2
Glyma.01G059900.Wm82.a4.v1	53	68	46	72
Glyma.01G060001.Wm82.a4.v1	0	0	0	3
Glyma.01G060300.Wm82.a4.v1	37	22	27	27
Glyma.01G060450.Wm82.a4.v1	1	0	0	0
Glyma.01G060600.Wm82.a4.v1	0	0	0	0
Glyma.01G060700.Wm82.a4.v1	257	259	146	232
Glyma.01G060800.Wm82.a4.v1	0	0	0	0
Glyma.01G060900.Wm82.a4.v1	1930	1784	604	1296
Glyma.01G061000.Wm82.a4.v1	0	1	0	0
Glyma.01G061100.Wm82.a4.v1	38	19	1	36
Glyma.01G061200.Wm82.a4.v1	0	0	0	0
Glyma.01G061500.Wm82.a4.v1	456	434	189	343
Glyma.01G061700.Wm82.a4.v1	251	327	111	201
Glyma.01G061800.Wm82.a4.v1	91	108	83	159
Glyma.01G061900.Wm82.a4.v1	0	0	0	0
Glyma.01G062000.Wm82.a4.v1	269	468	169	364
Glyma.01G062100.Wm82.a4.v1	71	24	9	15
Glyma.01G062200.Wm82.a4.v1	40	51	17	24
Glyma.01G062251.Wm82.a4.v1	15	0	0	2
Glyma.01G062300.Wm82.a4.v1	302	125	79	160
Glyma.01G062400.Wm82.a4.v1	439	327	116	203
Glyma.01G062500.Wm82.a4.v1	0	8	0	0
Glyma.01G062600.Wm82.a4.v1	27	22	0	0
Glyma.01G062700.Wm82.a4.v1	0	0	0	0
Glyma.01G062900.Wm82.a4.v1	0	0	0	0
Glyma.01G063000.Wm82.a4.v1	2261	2181	923	2221
Glyma.01G063100.Wm82.a4.v1	117	208	63	127
Glyma.01G063250.Wm82.a4.v1	0	0	0	0
Glyma.01G063500.Wm82.a4.v1	0	0	0	0
Glyma.01G063600.Wm82.a4.v1	50	86	53	165
Glyma.01G063700.Wm82.a4.v1	19	59	44	70
Glyma.01G063750.Wm82.a4.v1	0	0	0	0
Glyma.01G063800.Wm82.a4.v1	180	98	14	63
Glyma.01G064000.Wm82.a4.v1	0	0	0	0
Glyma.01G064050.Wm82.a4.v1	0	0	0	0
Glyma.01G064100.Wm82.a4.v1	0	0	1	0
Glyma.01G064200.Wm82.a4.v1	0	0	0	0
Glyma.01G064400.Wm82.a4.v1	161	244	199	283
Glyma.01G064500.Wm82.a4.v1	0	0	0	0
Glyma.01G064600.Wm82.a4.v1	136	130	165	317
Glyma.01G064800.Wm82.a4.v1	6	3	6	4
Glyma.01G064900.Wm82.a4.v1	124	219	53	141
Glyma.01G065000.Wm82.a4.v1	4	0	0	1
Glyma.01G065100.Wm82.a4.v1	636	667	300	580
Glyma.01G065400.Wm82.a4.v1	0	33	0	8
Glyma.01G065500.Wm82.a4.v1	0	4	0	5
Glyma.01G065600.Wm82.a4.v1	12	17	0	6
Glyma.01G065800.Wm82.a4.v1	44	61	46	99
Glyma.01G066000.Wm82.a4.v1	0	0	0	0
Glyma.01G066100.Wm82.a4.v1	0	5	4	0
Glyma.01G066200.Wm82.a4.v1	0	0	0	0
Glyma.01G066300.Wm82.a4.v1	0	0	0	0
Glyma.01G066500.Wm82.a4.v1	0	0	0	0
Glyma.01G066600.Wm82.a4.v1	407	174	61	254
Glyma.01G067000.Wm82.a4.v1	465	473	258	562
Glyma.01G067100.Wm82.a4.v1	297	275	166	342
Glyma.01G067200.Wm82.a4.v1	0	0	0	0
Glyma.01G067300.Wm82.a4.v1	26	24	13	39
Glyma.01G067400.Wm82.a4.v1	0	0	0	0
Glyma.01G067600.Wm82.a4.v1	222	322	72	218
Glyma.01G067700.Wm82.a4.v1	0	0	0	0
Glyma.01G067800.Wm82.a4.v1	0	0	0	0
Glyma.01G067900.Wm82.a4.v1	162	259	81	163
Glyma.01G068000.Wm82.a4.v1	740	647	206	494
Glyma.01G068100.Wm82.a4.v1	0	0	0	0
Glyma.01G068200.Wm82.a4.v1	7	48	10	35
Glyma.01G068600.Wm82.a4.v1	353	404	161	256
Glyma.01G068800.Wm82.a4.v1	341	273	119	222
Glyma.01G068900.Wm82.a4.v1	12	0	6	19
Glyma.01G069000.Wm82.a4.v1	18	18	41	39
Glyma.01G069150.Wm82.a4.v1	0	0	0	0
Glyma.01G069200.Wm82.a4.v1	0	0	0	0
Glyma.01G069300.Wm82.a4.v1	2	7	6	5
Glyma.01G069400.Wm82.a4.v1	0	0	0	0
Glyma.01G069500.Wm82.a4.v1	166	224	34	88
Glyma.01G069600.Wm82.a4.v1	35	16	9	23
Glyma.01G069650.Wm82.a4.v1	0	0	0	0
Glyma.01G069700.Wm82.a4.v1	0	0	4	0
Glyma.01G069750.Wm82.a4.v1	0	0	0	0
Glyma.01G069850.Wm82.a4.v1	0	0	0	0
Glyma.01G070150.Wm82.a4.v1	85	125	29	93
Glyma.01G070200.Wm82.a4.v1	0	7	1	2
Glyma.01G070300.Wm82.a4.v1	55	127	15	49
Glyma.01G070400.Wm82.a4.v1	137	85	37	117
Glyma.01G070601.Wm82.a4.v1	0	0	0	0
Glyma.01G070700.Wm82.a4.v1	197	193	79	200
Glyma.01G071000.Wm82.a4.v1	0	0	0	0
Glyma.01G071100.Wm82.a4.v1	0	0	0	0
Glyma.01G071300.Wm82.a4.v1	4087	4239	3450	6667
Glyma.01G071301.Wm82.a4.v1	0	0	0	0
Glyma.01G071400.Wm82.a4.v1	0	0	0	0
Glyma.01G071600.Wm82.a4.v1	0	0	0	0
Glyma.01G071700.Wm82.a4.v1	429	508	178	457
Glyma.01G071800.Wm82.a4.v1	0	0	0	1
Glyma.01G072000.Wm82.a4.v1	112	107	49	65
Glyma.01G072300.Wm82.a4.v1	0	0	0	0
Glyma.01G072400.Wm82.a4.v1	0	0	0	0
Glyma.01G072450.Wm82.a4.v1	8	4	2	2
Glyma.01G072900.Wm82.a4.v1	69	41	11	62
Glyma.01G072950.Wm82.a4.v1	0	0	1	8
Glyma.01G073000.Wm82.a4.v1	207	364	188	306
Glyma.01G073200.Wm82.a4.v1	5	0	0	0
Glyma.01G073400.Wm82.a4.v1	46	31	28	78
Glyma.01G073500.Wm82.a4.v1	45	35	13	22
Glyma.01G073600.Wm82.a4.v1	0	0	0	0
Glyma.01G074000.Wm82.a4.v1	268	455	176	370
Glyma.01G074200.Wm82.a4.v1	0	13	11	7
Glyma.01G074400.Wm82.a4.v1	88	64	26	79
Glyma.01G074450.Wm82.a4.v1	0	0	0	2
Glyma.01G074500.Wm82.a4.v1	233	170	185	299
Glyma.01G074600.Wm82.a4.v1	268	277	996	1758
Glyma.01G074700.Wm82.a4.v1	179	317	130	214
Glyma.01G074800.Wm82.a4.v1	61	92	12	36
Glyma.01G075100.Wm82.a4.v1	29	19	5	17
Glyma.01G075300.Wm82.a4.v1	3	6	4	17
Glyma.01G075400.Wm82.a4.v1	194	344	111	201
Glyma.01G075500.Wm82.a4.v1	0	0	0	0
Glyma.01G075700.Wm82.a4.v1	0	0	0	0
Glyma.01G075800.Wm82.a4.v1	25	31	19	16
Glyma.01G075900.Wm82.a4.v1	0	11	0	4
Glyma.01G076000.Wm82.a4.v1	0	0	0	0
Glyma.01G076100.Wm82.a4.v1	78	100	42	79
Glyma.01G076200.Wm82.a4.v1	20	0	0	7
Glyma.01G076700.Wm82.a4.v1	21	13	14	3
Glyma.01G076900.Wm82.a4.v1	29	6	25	40
Glyma.01G077000.Wm82.a4.v1	17	15	0	3
Glyma.01G077100.Wm82.a4.v1	115	152	28	101
Glyma.01G077200.Wm82.a4.v1	550	574	304	629
Glyma.01G077300.Wm82.a4.v1	247	425	154	246
Glyma.01G077400.Wm82.a4.v1	376	497	187	398
Glyma.01G077600.Wm82.a4.v1	251	182	107	277
Glyma.01G077700.Wm82.a4.v1	64	241	18	67
Glyma.01G077900.Wm82.a4.v1	106	62	21	76
Glyma.01G078000.Wm82.a4.v1	21	57	18	19
Glyma.01G078150.Wm82.a4.v1	0	0	0	0
Glyma.01G078200.Wm82.a4.v1	77	21	17	27
Glyma.01G078300.Wm82.a4.v1	0	0	0	0
Glyma.01G078350.Wm82.a4.v1	0	8	0	0
Glyma.01G078400.Wm82.a4.v1	96	138	52	154
Glyma.01G078600.Wm82.a4.v1	30	9	0	2
Glyma.01G078650.Wm82.a4.v1	0	0	0	2
Glyma.01G078700.Wm82.a4.v1	0	4	9	20
Glyma.01G078800.Wm82.a4.v1	5	13	0	5
Glyma.01G079000.Wm82.a4.v1	0	0	0	0
Glyma.01G079100.Wm82.a4.v1	120	98	67	108
Glyma.01G079200.Wm82.a4.v1	56	51	39	70
Glyma.01G079250.Wm82.a4.v1	0	22	0	0
Glyma.01G079300.Wm82.a4.v1	660	621	377	614
Glyma.01G079500.Wm82.a4.v1	310	287	112	248
Glyma.01G079550.Wm82.a4.v1	0	0	0	0
Glyma.01G079600.Wm82.a4.v1	0	0	0	5
Glyma.01G079700.Wm82.a4.v1	0	0	0	0
Glyma.01G079800.Wm82.a4.v1	0	0	0	0
Glyma.01G079900.Wm82.a4.v1	29	0	5	6
Glyma.01G080200.Wm82.a4.v1	2072	2237	727	1326
Glyma.01G080300.Wm82.a4.v1	0	0	0	0
Glyma.01G080400.Wm82.a4.v1	67	86	32	95
Glyma.01G080450.Wm82.a4.v1	0	0	0	0
Glyma.01G080500.Wm82.a4.v1	714	851	403	710
Glyma.01G080600.Wm82.a4.v1	173	169	152	237
Glyma.01G080700.Wm82.a4.v1	215	342	134	202
Glyma.01G080750.Wm82.a4.v1	2	0	0	1
Glyma.01G080800.Wm82.a4.v1	0	0	0	0
Glyma.01G080900.Wm82.a4.v1	602	668	143	327
Glyma.01G081000.Wm82.a4.v1	0	0	0	0
Glyma.01G081050.Wm82.a4.v1	0	2	4	18
Glyma.01G081100.Wm82.a4.v1	158	90	44	160
Glyma.01G081300.Wm82.a4.v1	2429	2422	553	1317
Glyma.01G081400.Wm82.a4.v1	0	0	0	0
Glyma.01G081500.Wm82.a4.v1	1448	1599	727	1401
Glyma.01G081600.Wm82.a4.v1	733	565	231	684
Glyma.01G081700.Wm82.a4.v1	0	0	0	0
Glyma.01G081900.Wm82.a4.v1	66	105	20	46
Glyma.01G082000.Wm82.a4.v1	437	349	144	380
Glyma.01G082200.Wm82.a4.v1	1720	2133	1340	2730
Glyma.01G082400.Wm82.a4.v1	678	1076	588	1165
Glyma.01G082500.Wm82.a4.v1	244	159	133	362
Glyma.01G082600.Wm82.a4.v1	13	60	21	21
Glyma.01G082700.Wm82.a4.v1	149	103	81	155
Glyma.01G082802.Wm82.a4.v1	49	49	32	51
Glyma.01G082900.Wm82.a4.v1	5	17	6	9
Glyma.01G083000.Wm82.a4.v1	44	56	99	135
Glyma.01G083100.Wm82.a4.v1	20	26	25	23
Glyma.01G083300.Wm82.a4.v1	0	9	4	0
Glyma.01G083350.Wm82.a4.v1	0	0	0	0
Glyma.01G083400.Wm82.a4.v1	35	59	28	67
Glyma.01G083500.Wm82.a4.v1	6	12	0	0
Glyma.01G083600.Wm82.a4.v1	2	0	0	1
Glyma.01G083700.Wm82.a4.v1	22	57	25	41
Glyma.01G083800.Wm82.a4.v1	0	0	0	0
Glyma.01G083900.Wm82.a4.v1	0	0	0	0
Glyma.01G084000.Wm82.a4.v1	0	4	2	6
Glyma.01G084200.Wm82.a4.v1	0	5	2	0
Glyma.01G084300.Wm82.a4.v1	2	5	2	4
Glyma.01G084400.Wm82.a4.v1	0	0	0	1
Glyma.01G084500.Wm82.a4.v1	518	422	79	216
Glyma.01G084600.Wm82.a4.v1	472	329	73	224
Glyma.01G084700.Wm82.a4.v1	109	101	75	115
Glyma.01G084800.Wm82.a4.v1	164	251	74	221
Glyma.01G085000.Wm82.a4.v1	0	0	0	0
Glyma.01G085200.Wm82.a4.v1	7	12	2	1
Glyma.01G085302.Wm82.a4.v1	10	5	3	8
Glyma.01G085500.Wm82.a4.v1	0	0	2	14
Glyma.01G085600.Wm82.a4.v1	0	0	0	0
Glyma.01G085700.Wm82.a4.v1	20	36	33	41
Glyma.01G085800.Wm82.a4.v1	153	88	10	73
Glyma.01G086000.Wm82.a4.v1	30	43	37	83
Glyma.01G086201.Wm82.a4.v1	231	366	153	361
Glyma.01G086600.Wm82.a4.v1	25	47	52	68
Glyma.01G086650.Wm82.a4.v1	0	0	0	0
Glyma.01G086700.Wm82.a4.v1	33	20	46	93
Glyma.01G086800.Wm82.a4.v1	0	0	7	0
Glyma.01G086900.Wm82.a4.v1	35	21	137	193
Glyma.01G087000.Wm82.a4.v1	79	93	25	46
Glyma.01G087050.Wm82.a4.v1	0	0	0	1
Glyma.01G087100.Wm82.a4.v1	0	14	5	36
Glyma.01G087200.Wm82.a4.v1	0	0	0	0
Glyma.01G087300.Wm82.a4.v1	0	10	6	2
Glyma.01G087500.Wm82.a4.v1	691	682	629	1116
Glyma.01G087600.Wm82.a4.v1	0	4	0	6
Glyma.01G087700.Wm82.a4.v1	251	583	149	356
Glyma.01G087800.Wm82.a4.v1	309	252	86	184
Glyma.01G087900.Wm82.a4.v1	45	58	4	33
Glyma.01G088000.Wm82.a4.v1	41	63	37	58
Glyma.01G088200.Wm82.a4.v1	167	172	72	165
Glyma.01G088300.Wm82.a4.v1	28	21	14	12
Glyma.01G088501.Wm82.a4.v1	207	125	40	99
Glyma.01G088650.Wm82.a4.v1	0	0	0	0
Glyma.01G088700.Wm82.a4.v1	50	86	8	24
Glyma.01G088850.Wm82.a4.v1	0	0	0	3
Glyma.01G089000.Wm82.a4.v1	56	65	47	76
Glyma.01G089100.Wm82.a4.v1	447	465	170	408
Glyma.01G089202.Wm82.a4.v1	16	0	9	1
Glyma.01G089300.Wm82.a4.v1	42	32	27	52
Glyma.01G089500.Wm82.a4.v1	198	122	96	164
Glyma.01G089600.Wm82.a4.v1	38	22	17	26
Glyma.01G089700.Wm82.a4.v1	0	0	0	0
Glyma.01G089800.Wm82.a4.v1	0	0	0	0
Glyma.01G089900.Wm82.a4.v1	760	1398	573	1100
Glyma.01G090002.Wm82.a4.v1	27	0	4	23
Glyma.01G090102.Wm82.a4.v1	35	116	25	48
Glyma.01G090200.Wm82.a4.v1	13	1	5	36
Glyma.01G090300.Wm82.a4.v1	0	0	0	0
Glyma.01G090400.Wm82.a4.v1	24	68	7	38
Glyma.01G090450.Wm82.a4.v1	0	0	0	0
Glyma.01G090700.Wm82.a4.v1	0	0	0	0
Glyma.01G090800.Wm82.a4.v1	0	0	0	0
Glyma.01G090900.Wm82.a4.v1	2	13	6	12
Glyma.01G091000.Wm82.a4.v1	0	0	0	6
Glyma.01G091100.Wm82.a4.v1	0	0	0	0
Glyma.01G091300.Wm82.a4.v1	0	0	0	0
Glyma.01G091400.Wm82.a4.v1	0	1	2	2
Glyma.01G091800.Wm82.a4.v1	13	4	2	6
Glyma.01G092100.Wm82.a4.v1	71	105	80	93
Glyma.01G092201.Wm82.a4.v1	0	0	0	0
Glyma.01G092300.Wm82.a4.v1	1415	2128	664	1946
Glyma.01G092400.Wm82.a4.v1	410	480	207	395
Glyma.01G092900.Wm82.a4.v1	176	195	235	454
Glyma.01G093000.Wm82.a4.v1	129	200	116	197
Glyma.01G093100.Wm82.a4.v1	161	251	38	145
Glyma.01G093150.Wm82.a4.v1	0	0	0	0
Glyma.01G093200.Wm82.a4.v1	39	57	12	36
Glyma.01G093400.Wm82.a4.v1	5	0	3	1
Glyma.01G093600.Wm82.a4.v1	0	0	0	2
Glyma.01G093650.Wm82.a4.v1	0	8	0	0
Glyma.01G093800.Wm82.a4.v1	0	0	0	0
Glyma.01G093902.Wm82.a4.v1	376	419	153	407
Glyma.01G094000.Wm82.a4.v1	0	0	0	0
Glyma.01G094200.Wm82.a4.v1	752	827	404	891
Glyma.01G094300.Wm82.a4.v1	0	0	0	0
Glyma.01G094600.Wm82.a4.v1	0	0	2	3
Glyma.01G094651.Wm82.a4.v1	0	0	1	2
Glyma.01G094700.Wm82.a4.v1	0	0	0	0
Glyma.01G094800.Wm82.a4.v1	96	176	79	159
Glyma.01G094900.Wm82.a4.v1	114	160	138	146
Glyma.01G095000.Wm82.a4.v1	0	0	0	0
Glyma.01G095100.Wm82.a4.v1	155	234	121	205
Glyma.01G095166.Wm82.a4.v1	0	0	0	0
Glyma.01G095200.Wm82.a4.v1	0	0	0	0
Glyma.01G095232.Wm82.a4.v1	20	15	1	6
Glyma.01G095298.Wm82.a4.v1	0	0	0	0
Glyma.01G095300.Wm82.a4.v1	0	0	0	1
Glyma.01G095500.Wm82.a4.v1	0	0	0	0
Glyma.01G095566.Wm82.a4.v1	0	0	0	0
Glyma.01G095600.Wm82.a4.v1	0	0	9	0
Glyma.01G095700.Wm82.a4.v1	57	40	46	20
Glyma.01G095800.Wm82.a4.v1	0	0	0	0
Glyma.01G095900.Wm82.a4.v1	0	0	0	0
Glyma.01G095966.Wm82.a4.v1	0	0	0	0
Glyma.01G096000.Wm82.a4.v1	312	568	602	943
Glyma.01G096200.Wm82.a4.v1	0	0	0	0
Glyma.01G096300.Wm82.a4.v1	1296	1701	749	1392
Glyma.01G096500.Wm82.a4.v1	0	0	0	0
Glyma.01G096600.Wm82.a4.v1	163	155	33	138
Glyma.01G096700.Wm82.a4.v1	54	33	10	39
Glyma.01G096800.Wm82.a4.v1	29	113	61	98
Glyma.01G096900.Wm82.a4.v1	0	0	0	6
Glyma.01G097000.Wm82.a4.v1	343	184	67	117
Glyma.01G097100.Wm82.a4.v1	282	356	132	372
Glyma.01G097200.Wm82.a4.v1	418	817	306	449
Glyma.01G097300.Wm82.a4.v1	0	11	10	13
Glyma.01G097350.Wm82.a4.v1	28	52	4	50
Glyma.01G097400.Wm82.a4.v1	16	35	335	929
Glyma.01G097500.Wm82.a4.v1	109	97	77	169
Glyma.01G097700.Wm82.a4.v1	148	136	49	125
Glyma.01G097900.Wm82.a4.v1	1077	1035	297	550
Glyma.01G098000.Wm82.a4.v1	2224	1882	436	1261
Glyma.01G098200.Wm82.a4.v1	0	0	0	0
Glyma.01G098300.Wm82.a4.v1	0	0	9	2
Glyma.01G098400.Wm82.a4.v1	147	112	46	120
Glyma.01G098500.Wm82.a4.v1	0	0	0	0
Glyma.01G098700.Wm82.a4.v1	2859	2947	1983	3421
Glyma.01G098850.Wm82.a4.v1	0	0	0	0
Glyma.01G099000.Wm82.a4.v1	23	68	31	34
Glyma.01G099100.Wm82.a4.v1	163	103	87	188
Glyma.01G099200.Wm82.a4.v1	0	0	0	1
Glyma.01G099500.Wm82.a4.v1	0	0	0	0
Glyma.01G099600.Wm82.a4.v1	128	116	80	195
Glyma.01G099700.Wm82.a4.v1	294	348	120	225
Glyma.01G099750.Wm82.a4.v1	0	0	0	2
Glyma.01G099800.Wm82.a4.v1	213	176	121	281
Glyma.01G100000.Wm82.a4.v1	0	0	0	0
Glyma.01G100100.Wm82.a4.v1	162	215	81	184
Glyma.01G100200.Wm82.a4.v1	94	106	43	84
Glyma.01G100400.Wm82.a4.v1	0	0	0	0
Glyma.01G100600.Wm82.a4.v1	66	91	50	95
Glyma.01G100801.Wm82.a4.v1	0	0	0	0
Glyma.01G100900.Wm82.a4.v1	425	247	122	349
Glyma.01G101000.Wm82.a4.v1	61	32	20	64
Glyma.01G101050.Wm82.a4.v1	0	0	0	0
Glyma.01G101100.Wm82.a4.v1	0	0	0	1
Glyma.01G101200.Wm82.a4.v1	0	0	0	0
Glyma.01G101233.Wm82.a4.v1	0	0	0	0
Glyma.01G101266.Wm82.a4.v1	0	0	0	0
Glyma.01G101800.Wm82.a4.v1	35	75	37	72
Glyma.01G102000.Wm82.a4.v1	0	0	0	0
Glyma.01G102100.Wm82.a4.v1	0	0	0	0
Glyma.01G102200.Wm82.a4.v1	10	21	4	21
Glyma.01G102300.Wm82.a4.v1	169	74	75	157
Glyma.01G102400.Wm82.a4.v1	204	129	47	166
Glyma.01G102500.Wm82.a4.v1	0	0	4	0
Glyma.01G102600.Wm82.a4.v1	3468	3461	2152	3859
Glyma.01G102700.Wm82.a4.v1	0	0	0	1
Glyma.01G102802.Wm82.a4.v1	66	54	19	25
Glyma.01G102900.Wm82.a4.v1	87	85	12	33
Glyma.01G103100.Wm82.a4.v1	141	147	70	143
Glyma.01G103200.Wm82.a4.v1	363	331	263	511
Glyma.01G103400.Wm82.a4.v1	0	0	0	0
Glyma.01G103450.Wm82.a4.v1	0	11	0	2
Glyma.01G103500.Wm82.a4.v1	159	98	47	112
Glyma.01G103900.Wm82.a4.v1	0	0	0	0
Glyma.01G104100.Wm82.a4.v1	84	145	42	39
Glyma.01G104200.Wm82.a4.v1	218	298	165	344
Glyma.01G104400.Wm82.a4.v1	0	0	3	0
Glyma.01G104600.Wm82.a4.v1	14	59	14	21
Glyma.01G104750.Wm82.a4.v1	0	0	0	0
Glyma.01G104800.Wm82.a4.v1	395	421	225	529
Glyma.01G104900.Wm82.a4.v1	0	7	0	0
Glyma.01G105000.Wm82.a4.v1	124	169	111	135
Glyma.01G105200.Wm82.a4.v1	7	15	19	10
Glyma.01G105300.Wm82.a4.v1	0	0	4	8
Glyma.01G105400.Wm82.a4.v1	9	10	29	78
Glyma.01G105500.Wm82.a4.v1	749	851	490	832
Glyma.01G105600.Wm82.a4.v1	213	144	57	216
Glyma.01G105851.Wm82.a4.v1	0	0	0	0
Glyma.01G105900.Wm82.a4.v1	18	28	20	18
Glyma.01G106000.Wm82.a4.v1	1269	1377	3468	5665
Glyma.01G106100.Wm82.a4.v1	25	0	0	8
Glyma.01G106200.Wm82.a4.v1	1899	1407	423	747
Glyma.01G106500.Wm82.a4.v1	150	78	14	54
Glyma.01G106600.Wm82.a4.v1	252	249	102	200
Glyma.01G106650.Wm82.a4.v1	0	0	0	0
Glyma.01G106700.Wm82.a4.v1	0	0	0	0
Glyma.01G106800.Wm82.a4.v1	107	45	19	16
Glyma.01G106867.Wm82.a4.v1	0	0	0	0
Glyma.01G106933.Wm82.a4.v1	0	0	0	0
Glyma.01G107000.Wm82.a4.v1	38	65	15	45
